Employee_ID,Attrition_Risk_Score,Attrition
205539,34,No
205540,37,No
205541,40,No
205542,55,No
205543,25,No
205544,80,Yes
205545,27,No
205546,56,Yes
205547,25,No
205548,41,No
205549,57,No
205550,55,No
205551,34,Yes
205552,31,No
205553,45,No
205554,34,No
205555,47,No
205556,52,Yes
205557,36,No
205558,58,No
205559,42,No
205560,37,No
205561,49,No
205562,70,Yes
205563,51,No
205564,76,Yes
205565,24,No
205566,24,No
205567,30,Yes
205568,26,No
205569,13,No
205570,10,No
205571,58,No
205572,34,No
205573,44,Yes
205574,24,No
205575,55,No
205576,0,No
205577,68,Yes
205578,58,Yes
205579,92,Yes
205580,69,Yes
205581,25,No
205582,62,No
205583,23,No
205584,37,No
205585,49,Yes
205586,80,Yes
205587,43,No
205588,37,No
205589,42,No
205590,56,No
205591,66,No
205592,40,No
205593,44,No
205594,58,No
205595,38,No
205596,40,No
205597,64,Yes
205598,57,No
205599,35,No
205600,64,No
205601,69,Yes
205602,52,Yes
205603,43,No
205604,40,No
205605,51,No
205606,64,Yes
205607,57,No
205608,73,Yes
205609,54,No
205610,38,Yes
205611,80,Yes
205612,65,No
205613,41,Yes
205614,38,No
205615,63,No
205616,57,No
205617,54,No
205618,44,No
205619,38,No
205620,51,No
205621,36,No
205622,32,No
205623,52,No
205624,31,No
205625,42,No
205626,25,No
205627,9,No
205628,23,No
205629,74,Yes
205630,28,No
205631,40,Yes
205632,27,Yes
205633,68,No
205634,72,Yes
205635,52,No
205636,37,No
205637,52,No
205638,22,No
205639,51,No
205640,44,No
205641,77,Yes
205642,45,Yes
205643,71,Yes
205644,67,Yes
205645,38,No
205646,24,No
205647,89,Yes
205648,69,Yes
205649,22,No
205650,23,No
205651,44,No
205652,76,Yes
205653,52,Yes
205654,37,No
205655,70,Yes
205656,41,No
205657,35,No
205658,66,Yes
205659,53,No
205660,56,Yes
205661,77,Yes
205662,55,No
205663,39,No
205664,42,No
205665,50,No
205666,31,No
205667,28,No
205668,50,No
205669,35,No
205670,71,Yes
205671,58,No
205672,80,Yes
205673,42,No
205674,37,No
205675,21,No
205676,44,No
205677,39,No
205678,100,Yes
205679,53,No
205680,46,No
205681,49,Yes
205682,52,No
205683,29,No
205684,51,No
205685,22,No
205686,63,No
205687,14,No
205688,19,No
205689,49,Yes
205690,41,No
205691,37,No
205692,55,No
205693,46,Yes
205694,26,No
205695,17,No
205696,55,No
205697,58,Yes
205698,68,Yes
205699,44,No
205700,28,No
205701,55,No
205702,59,Yes
205703,51,No
205704,51,No
205705,13,No
205706,62,Yes
205707,33,No
205708,55,No
205709,63,Yes
205710,81,No
205711,83,Yes
205712,37,No
205713,33,No
205714,80,Yes
205715,31,No
205716,19,No
205717,40,No
205718,16,No
205719,48,No
205720,65,Yes
205721,67,Yes
205722,46,No
205723,43,Yes
205724,25,No
205725,89,No
205726,40,No
205727,37,No
205728,20,No
205729,64,Yes
205730,30,No
205731,79,Yes
205732,54,No
205733,65,No
205734,87,Yes
205735,59,No
205736,32,No
205737,64,No
205738,56,Yes
205739,66,Yes
205740,51,Yes
205741,99,Yes
205742,64,Yes
205743,25,No
205744,41,No
205745,60,No
205746,30,Yes
205747,60,Yes
205748,32,No
205749,23,No
205750,61,Yes
205751,40,No
205752,31,Yes
205753,71,Yes
205754,68,Yes
205755,49,No
205756,33,No
205757,42,No
205758,59,No
205759,63,No
205760,6,No
205761,38,No
205762,51,No
205763,47,No
205764,57,Yes
205765,23,No
205766,28,No
205767,58,No
205768,29,No
205769,29,No
205770,88,Yes
205771,32,No
205772,71,Yes
205773,34,No
205774,18,No
205775,47,No
205776,64,No
205777,18,No
205778,100,Yes
205779,51,No
205780,66,Yes
205781,41,No
205782,56,No
205783,49,No
205784,67,Yes
205785,27,No
205786,86,Yes
205787,41,No
205788,68,No
205789,55,No
205790,31,No
205791,32,No
205792,89,Yes
205793,84,No
205794,31,No
205795,49,No
205796,34,No
205797,33,No
205798,14,No
205799,12,No
205800,33,No
205801,70,Yes
205802,73,Yes
205803,35,Yes
205804,52,No
205805,39,No
205806,27,Yes
205807,43,No
205808,30,No
205809,44,No
205810,29,No
205811,55,No
205812,15,No
205813,73,Yes
205814,56,No
205815,73,Yes
205816,70,Yes
205817,64,Yes
205818,31,Yes
205819,39,No
205820,100,Yes
205821,82,Yes
205822,37,No
205823,23,No
205824,22,No
205825,52,No
205826,16,No
205827,61,No
205828,50,No
205829,69,Yes
205830,43,No
205831,40,Yes
205832,79,Yes
205833,29,No
205834,23,No
205835,34,No
205836,63,Yes
205837,60,Yes
205838,46,No
205839,12,No
205840,38,No
205841,91,Yes
205842,65,No
205843,48,No
205844,16,No
205845,64,No
205846,41,No
205847,61,Yes
205848,100,Yes
205849,76,Yes
205850,78,Yes
205851,58,Yes
205852,24,No
205853,13,No
205854,51,No
205855,58,No
205856,56,No
205857,15,No
205858,53,No
205859,57,Yes
205860,54,No
205861,65,No
205862,49,Yes
205863,52,Yes
205864,61,No
205865,0,No
205866,57,No
205867,11,No
205868,41,No
205869,28,No
205870,34,No
205871,37,No
205872,51,No
205873,60,Yes
205874,32,No
205875,48,No
205876,45,Yes
205877,58,No
205878,43,No
205879,53,Yes
205880,87,Yes
205881,38,No
205882,33,No
205883,26,No
205884,81,Yes
205885,24,No
205886,65,Yes
205887,36,Yes
205888,58,No
205889,47,No
205890,78,Yes
205891,26,No
205892,56,Yes
205893,23,No
205894,53,No
205895,8,No
205896,65,Yes
205897,32,No
205898,37,No
205899,30,No
205900,53,Yes
205901,40,No
205902,20,No
205903,31,No
205904,54,Yes
205905,21,No
205906,36,No
205907,63,No
205908,44,Yes
205909,36,Yes
205910,33,No
205911,46,No
205912,71,No
205913,40,No
205914,86,Yes
205915,55,No
205916,84,Yes
205917,25,No
205918,82,Yes
205919,34,No
205920,48,No
205921,64,Yes
205922,51,No
205923,55,Yes
205924,55,Yes
205925,42,No
205926,54,No
205927,57,Yes
205928,54,No
205929,83,Yes
205930,40,No
205931,49,No
205932,60,No
205933,44,No
205934,46,No
205935,72,No
205936,31,No
205937,70,Yes
205938,40,No
205939,65,No
205940,29,No
205941,48,Yes
205942,41,No
205943,55,No
205944,49,Yes
205945,38,No
205946,45,No
205947,43,No
205948,30,No
205949,44,No
205950,34,No
205951,57,No
205952,42,Yes
205953,58,Yes
205954,43,No
205955,54,Yes
205956,50,No
205957,24,No
205958,55,No
205959,11,No
205960,42,No
205961,22,No
205962,17,No
205963,42,No
205964,48,No
205965,35,No
205966,10,No
205967,72,Yes
205968,56,Yes
205969,53,No
205970,24,No
205971,67,Yes
205972,42,No
205973,53,No
205974,74,Yes
205975,25,No
205976,0,No
205977,31,No
205978,8,No
205979,27,No
205980,77,No
205981,57,No
205982,62,No
205983,43,No
205984,46,Yes
205985,25,No
205986,26,No
205987,40,No
205988,72,Yes
205989,37,No
205990,36,No
205991,43,No
205992,14,No
205993,84,Yes
205994,94,Yes
205995,0,No
205996,42,No
205997,75,No
205998,0,No
205999,28,No
206000,37,No
206001,2,No
206002,42,No
206003,80,Yes
206004,48,No
206005,56,Yes
206006,63,Yes
206007,50,Yes
206008,28,No
206009,24,No
206010,32,No
206011,39,No
206012,54,No
206013,48,No
206014,34,No
206015,43,No
206016,40,No
206017,51,Yes
206018,42,Yes
206019,46,Yes
206020,46,No
206021,58,No
206022,60,Yes
206023,60,Yes
206024,60,No
206025,68,Yes
206026,71,Yes
206027,41,No
206028,23,No
206029,29,No
206030,47,No
206031,64,Yes
206032,48,Yes
206033,18,No
206034,48,Yes
206035,46,No
206036,67,Yes
206037,57,Yes
206038,37,No
206039,50,No
206040,61,Yes
206041,71,Yes
206042,31,No
206043,15,No
206044,47,No
206045,52,No
206046,56,No
206047,67,Yes
206048,51,No
206049,52,No
206050,32,No
206051,29,Yes
206052,69,No
206053,54,No
206054,24,No
206055,36,No
206056,47,No
206057,38,No
206058,0,No
206059,36,No
206060,48,No
206061,59,Yes
206062,34,Yes
206063,43,No
206064,20,No
206065,57,Yes
206066,18,No
206067,48,No
206068,20,No
206069,49,Yes
206070,42,No
206071,66,Yes
206072,37,Yes
206073,49,Yes
206074,11,No
206075,72,Yes
206076,25,No
206077,28,No
206078,33,No
206079,39,Yes
206080,89,No
206081,43,No
206082,63,No
206083,13,No
206084,22,No
206085,100,Yes
206086,38,Yes
206087,72,No
206088,20,No
206089,53,No
206090,57,No
206091,100,Yes
206092,0,No
206093,51,No
206094,38,Yes
206095,64,Yes
206096,20,No
206097,66,No
206098,46,Yes
206099,43,Yes
206100,9,No
206101,58,No
206102,66,No
206103,87,Yes
206104,100,Yes
206105,37,No
206106,20,No
206107,15,No
206108,4,No
206109,75,Yes
206110,65,Yes
206111,46,No
206112,22,No
206113,66,Yes
206114,27,No
206115,40,No
206116,32,No
206117,68,Yes
206118,28,No
206119,48,Yes
206120,27,No
206121,56,Yes
206122,51,Yes
206123,43,No
206124,83,Yes
206125,46,No
206126,85,Yes
206127,42,No
206128,15,No
206129,30,No
206130,34,No
206131,35,No
206132,88,Yes
206133,39,No
206134,27,No
206135,47,Yes
206136,41,No
206137,53,No
206138,36,No
206139,38,No
206140,60,Yes
206141,100,Yes
206142,64,No
206143,34,No
206144,72,Yes
206145,22,No
206146,31,No
206147,70,Yes
206148,68,Yes
206149,47,Yes
206150,55,No
206151,38,No
206152,100,Yes
206153,52,No
206154,16,No
206155,32,No
206156,50,No
206157,38,No
206158,60,No
206159,0,No
206160,44,No
206161,74,Yes
206162,28,No
206163,39,Yes
206164,59,Yes
206165,61,No
206166,49,Yes
206167,35,No
206168,72,No
206169,56,No
206170,76,Yes
206171,37,Yes
206172,100,Yes
206173,44,No
206174,81,Yes
206175,78,Yes
206176,33,No
206177,96,Yes
206178,58,Yes
206179,10,No
206180,23,No
206181,76,Yes
206182,31,No
206183,41,No
206184,74,No
206185,32,No
206186,28,No
206187,69,Yes
206188,47,No
206189,44,No
206190,46,No
206191,58,No
206192,44,No
206193,30,No
206194,44,Yes
206195,33,No
206196,32,No
206197,18,No
206198,34,No
206199,58,No
206200,76,No
206201,67,Yes
206202,29,No
206203,37,No
206204,12,No
206205,70,Yes
206206,25,No
206207,27,No
206208,68,No
206209,19,No
206210,33,No
206211,20,No
206212,8,No
206213,35,No
206214,51,No
206215,72,Yes
206216,42,Yes
206217,65,Yes
206218,37,No
206219,28,No
206220,19,No
206221,42,No
206222,51,No
206223,39,No
206224,35,No
206225,3,No
206226,26,No
206227,14,No
206228,43,Yes
206229,44,Yes
206230,43,Yes
206231,40,No
206232,55,Yes
206233,55,No
206234,82,Yes
206235,43,No
206236,38,No
206237,72,Yes
206238,53,Yes
206239,40,No
206240,84,Yes
206241,23,Yes
206242,40,No
206243,9,No
206244,78,Yes
206245,32,No
206246,61,No
206247,25,No
206248,83,Yes
206249,22,No
206250,71,Yes
206251,55,No
206252,77,Yes
206253,42,No
206254,51,No
206255,50,No
206256,69,No
206257,32,No
206258,13,No
206259,23,No
206260,78,Yes
206261,65,Yes
206262,52,No
206263,25,No
206264,40,No
206265,52,No
206266,50,No
206267,10,No
206268,43,No
206269,76,Yes
206270,9,No
206271,69,Yes
206272,43,No
206273,39,No
206274,29,No
206275,50,No
206276,43,No
206277,59,Yes
206278,26,No
206279,26,No
206280,40,No
206281,46,No
206282,81,Yes
206283,17,No
206284,44,Yes
206285,44,No
206286,36,No
206287,56,Yes
206288,70,No
206289,45,Yes
206290,38,No
206291,75,Yes
206292,42,Yes
206293,28,No
206294,66,Yes
206295,37,No
206296,0,No
206297,86,Yes
206298,36,No
206299,38,No
206300,50,No
206301,39,No
206302,35,No
206303,67,Yes
206304,57,Yes
206305,28,No
206306,57,Yes
206307,51,No
206308,60,Yes
206309,28,No
206310,52,No
206311,20,No
206312,40,No
206313,35,No
206314,39,No
206315,46,No
206316,44,Yes
206317,45,No
206318,34,No
206319,41,No
206320,29,No
206321,74,Yes
206322,52,No
206323,16,No
206324,75,No
206325,40,No
206326,33,No
206327,52,No
206328,12,No
206329,39,No
206330,72,Yes
206331,40,No
206332,27,No
206333,65,Yes
206334,68,Yes
206335,16,No
206336,65,Yes
206337,20,No
206338,50,No
206339,54,No
206340,62,Yes
206341,45,No
206342,37,No
206343,50,No
206344,51,No
206345,61,Yes
206346,68,Yes
206347,27,No
206348,26,No
206349,45,No
206350,72,Yes
206351,100,Yes
206352,96,Yes
206353,29,No
206354,98,Yes
206355,61,Yes
206356,80,Yes
206357,65,Yes
206358,50,Yes
206359,37,No
206360,25,No
206361,57,No
206362,85,Yes
206363,35,Yes
206364,62,Yes
206365,27,No
206366,26,No
206367,46,No
206368,20,No
206369,7,No
206370,32,Yes
206371,44,No
206372,54,No
206373,79,Yes
206374,22,No
206375,80,Yes
206376,46,No
206377,67,No
206378,41,No
206379,23,Yes
206380,77,Yes
206381,43,No
206382,34,No
206383,86,Yes
206384,43,No
206385,82,Yes
206386,12,No
206387,41,No
206388,37,No
206389,56,Yes
206390,79,Yes
206391,19,No
206392,17,No
206393,1,No
206394,60,Yes
206395,80,Yes
206396,24,No
206397,23,No
206398,31,No
206399,67,No
206400,58,No
206401,56,No
206402,36,No
206403,24,No
206404,61,Yes
206405,73,Yes
206406,78,Yes
206407,32,No
206408,31,No
206409,32,No
206410,50,No
206411,59,Yes
206412,67,Yes
206413,30,No
206414,61,Yes
206415,41,No
206416,22,No
206417,41,No
206418,20,No
206419,62,No
206420,41,No
206421,29,No
206422,7,No
206423,50,No
206424,52,No
206425,34,No
206426,24,No
206427,59,No
206428,0,No
206429,37,No
206430,63,Yes
206431,45,Yes
206432,43,No
206433,0,No
206434,49,No
206435,81,Yes
206436,21,No
206437,59,No
206438,58,No
206439,38,No
206440,24,No
206441,44,No
206442,46,No
206443,3,No
206444,83,Yes
206445,5,No
206446,42,No
206447,46,No
206448,57,Yes
206449,22,No
206450,43,No
206451,43,Yes
206452,72,Yes
206453,47,Yes
206454,48,No
206455,52,Yes
206456,49,No
206457,45,No
206458,50,Yes
206459,42,No
206460,54,No
206461,39,No
206462,28,No
206463,55,No
206464,40,No
206465,35,Yes
206466,64,No
206467,46,No
206468,31,No
206469,84,Yes
206470,68,Yes
206471,63,Yes
206472,68,No
206473,3,No
206474,27,No
206475,45,No
206476,15,No
206477,43,Yes
206478,67,Yes
206479,52,No
206480,38,No
206481,51,No
206482,22,No
206483,66,Yes
206484,26,No
206485,23,No
206486,42,Yes
206487,41,No
206488,12,No
206489,46,No
206490,60,Yes
206491,46,No
206492,89,Yes
206493,86,Yes
206494,49,Yes
206495,43,No
206496,65,Yes
206497,61,Yes
206498,41,No
206499,49,Yes
206500,63,Yes
206501,36,Yes
206502,56,No
206503,34,No
206504,58,Yes
206505,11,No
206506,18,No
206507,43,No
206508,66,No
206509,35,No
206510,59,Yes
206511,70,Yes
206512,29,No
206513,59,Yes
206514,49,No
206515,39,No
206516,48,Yes
206517,35,No
206518,26,No
206519,100,No
206520,39,No
206521,52,No
206522,59,Yes
206523,45,No
206524,68,No
206525,41,No
206526,22,No
206527,24,No
206528,30,No
206529,33,No
206530,27,No
206531,40,No
206532,91,Yes
206533,6,No
206534,54,No
206535,36,Yes
206536,37,No
206537,22,No
206538,95,Yes
206539,92,Yes
206540,42,Yes
206541,22,No
206542,15,No
206543,32,No
206544,99,Yes
206545,44,Yes
206546,38,No
206547,51,Yes
206548,51,No
206549,55,No
206550,74,Yes
206551,35,No
206552,11,No
206553,42,No
206554,38,No
206555,38,No
206556,57,No
206557,62,No
206558,72,No
206559,43,No
206560,77,No
206561,59,No
206562,57,Yes
206563,60,No
206564,58,Yes
206565,63,No
206566,26,No
206567,60,Yes
206568,28,No
206569,33,No
206570,44,Yes
206571,49,No
206572,24,No
206573,51,No
206574,52,Yes
206575,78,Yes
206576,27,No
206577,10,No
206578,34,No
206579,48,No
206580,70,Yes
206581,34,Yes
206582,45,No
206583,40,No
206584,10,No
206585,31,No
206586,49,No
206587,53,No
206588,51,No
206589,54,Yes
206590,13,No
206591,29,No
206592,70,Yes
206593,43,No
206594,65,No
206595,34,No
206596,79,Yes
206597,28,No
206598,67,Yes
206599,55,No
206600,49,Yes
206601,64,Yes
206602,17,No
206603,19,No
206604,79,Yes
206605,61,Yes
206606,35,No
206607,53,Yes
206608,65,No
206609,70,Yes
206610,48,No
206611,39,No
206612,34,No
206613,54,Yes
206614,22,No
206615,50,Yes
206616,30,No
206617,38,No
206618,75,Yes
206619,48,Yes
206620,60,Yes
206621,51,Yes
206622,0,No
206623,25,No
206624,59,No
206625,63,Yes
206626,39,No
206627,65,Yes
206628,30,No
206629,51,No
206630,54,No
206631,14,No
206632,52,Yes
206633,38,No
206634,29,No
206635,83,Yes
206636,6,No
206637,41,Yes
206638,57,No
206639,64,No
206640,41,No
206641,62,No
206642,14,No
206643,64,No
206644,61,Yes
206645,65,Yes
206646,45,No
206647,21,No
206648,97,Yes
206649,53,No
206650,66,Yes
206651,56,Yes
206652,52,No
206653,29,No
206654,41,No
206655,29,No
206656,56,Yes
206657,97,Yes
206658,42,No
206659,100,Yes
206660,23,No
206661,41,No
206662,39,No
206663,15,No
206664,46,No
206665,45,No
206666,47,No
206667,99,Yes
206668,40,Yes
206669,88,Yes
206670,53,Yes
206671,92,Yes
206672,68,Yes
206673,79,Yes
206674,19,No
206675,19,No
206676,50,No
206677,82,Yes
206678,60,Yes
206679,38,No
206680,67,No
206681,68,Yes
206682,39,No
206683,68,No
206684,45,No
206685,53,No
206686,54,No
206687,64,Yes
206688,36,No
206689,79,Yes
206690,58,Yes
206691,17,No
206692,80,Yes
206693,34,No
206694,46,No
206695,87,Yes
206696,39,No
206697,28,No
206698,58,Yes
206699,33,No
206700,52,No
206701,56,Yes
206702,54,No
206703,21,No
206704,48,No
206705,11,No
206706,50,Yes
206707,56,Yes
206708,35,No
206709,43,Yes
206710,52,Yes
206711,77,Yes
206712,57,Yes
206713,21,No
206714,77,Yes
206715,25,No
206716,67,Yes
206717,65,Yes
206718,57,No
206719,57,No
206720,37,No
206721,68,Yes
206722,44,No
206723,78,Yes
206724,51,No
206725,52,Yes
206726,37,Yes
206727,32,No
206728,66,Yes
206729,29,No
206730,41,No
206731,37,No
206732,21,No
206733,28,No
206734,29,No
206735,4,No
206736,64,No
206737,30,No
206738,43,No
206739,34,No
206740,48,Yes
206741,14,No
206742,51,Yes
206743,50,Yes
206744,65,Yes
206745,30,No
206746,82,Yes
206747,72,Yes
206748,20,No
206749,36,Yes
206750,35,No
206751,70,Yes
206752,38,No
206753,1,No
206754,96,Yes
206755,42,No
206756,51,No
206757,100,Yes
206758,20,No
206759,25,No
206760,40,No
206761,68,No
206762,60,No
206763,40,No
206764,54,Yes
206765,35,No
206766,50,Yes
206767,32,No
206768,47,Yes
206769,63,Yes
206770,24,No
206771,70,No
206772,65,Yes
206773,32,No
206774,33,No
206775,66,No
206776,51,No
206777,31,No
206778,52,No
206779,71,Yes
206780,34,No
206781,50,No
206782,48,No
206783,44,No
206784,54,No
206785,58,Yes
206786,27,No
206787,41,No
206788,68,Yes
206789,33,No
206790,20,No
206791,64,No
206792,40,No
206793,32,No
206794,37,No
206795,47,No
206796,61,No
206797,62,Yes
206798,68,Yes
206799,64,Yes
206800,32,Yes
206801,35,No
206802,66,Yes
206803,64,Yes
206804,81,Yes
206805,31,No
206806,16,No
206807,37,No
206808,1,No
206809,35,No
206810,31,No
206811,59,Yes
206812,55,No
206813,33,No
206814,46,Yes
206815,25,No
206816,50,No
206817,62,No
206818,90,Yes
206819,15,No
206820,55,Yes
206821,44,No
206822,5,No
206823,72,Yes
206824,47,Yes
206825,33,No
206826,46,Yes
206827,55,Yes
206828,50,No
206829,61,Yes
206830,72,Yes
206831,49,No
206832,40,No
206833,12,No
206834,62,Yes
206835,61,Yes
206836,47,No
206837,56,Yes
206838,40,No
206839,47,No
206840,42,No
206841,28,No
206842,83,Yes
206843,26,No
206844,54,Yes
206845,20,No
206846,28,No
206847,50,Yes
206848,25,No
206849,48,No
206850,54,No
206851,60,No
206852,26,No
206853,50,No
206854,34,No
206855,58,No
206856,58,No
206857,48,No
206858,39,No
206859,21,No
206860,15,No
206861,42,No
206862,60,Yes
206863,59,Yes
206864,67,Yes
206865,48,No
206866,25,No
206867,33,No
206868,46,Yes
206869,32,No
206870,20,No
206871,92,Yes
206872,43,No
206873,36,No
206874,32,No
206875,83,Yes
206876,100,Yes
206877,49,No
206878,72,Yes
206879,60,No
206880,99,Yes
206881,31,No
206882,79,Yes
206883,15,No
206884,63,Yes
206885,45,Yes
206886,8,No
206887,54,Yes
206888,15,No
206889,22,No
206890,69,Yes
206891,34,No
206892,46,No
206893,33,No
206894,72,Yes
206895,79,Yes
206896,39,No
206897,26,Yes
206898,32,No
206899,53,Yes
206900,50,No
206901,11,No
206902,21,No
206903,36,Yes
206904,35,No
206905,60,No
206906,52,Yes
206907,32,No
206908,26,No
206909,52,Yes
206910,21,No
206911,43,No
206912,21,No
206913,59,Yes
206914,30,No
206915,17,No
206916,40,No
206917,77,Yes
206918,75,Yes
206919,61,Yes
206920,36,No
206921,44,No
206922,61,No
206923,32,No
206924,31,No
206925,52,No
206926,22,No
206927,7,No
206928,22,No
206929,35,No
206930,49,No
206931,39,No
206932,66,Yes
206933,43,No
206934,44,Yes
206935,33,No
206936,68,No
206937,44,No
206938,71,Yes
206939,17,No
206940,52,No
206941,67,No
206942,26,No
206943,27,No
206944,43,Yes
206945,20,No
206946,1,No
206947,90,Yes
206948,40,No
206949,58,No
206950,70,No
206951,68,No
206952,36,No
206953,67,Yes
206954,43,No
206955,36,No
206956,37,No
206957,25,No
206958,32,No
206959,38,No
206960,20,No
206961,21,No
206962,43,No
206963,61,No
206964,57,No
206965,17,No
206966,31,No
206967,50,Yes
206968,44,Yes
206969,60,Yes
206970,95,Yes
206971,29,No
206972,47,No
206973,62,Yes
206974,43,No
206975,54,No
206976,50,Yes
206977,24,No
206978,51,No
206979,53,No
206980,48,Yes
206981,66,Yes
206982,52,No
206983,77,Yes
206984,32,No
206985,47,No
206986,62,Yes
206987,76,Yes
206988,38,No
206989,83,Yes
206990,24,No
206991,22,No
206992,24,No
206993,64,Yes
206994,52,No
206995,10,No
206996,47,No
206997,50,No
206998,23,No
206999,27,No
207000,56,Yes
207001,41,No
207002,45,No
207003,28,No
207004,28,No
207005,11,No
207006,41,No
207007,33,No
207008,19,No
207009,43,Yes
207010,34,No
207011,75,Yes
207012,81,No
207013,39,No
207014,22,No
207015,53,Yes
207016,57,No
207017,38,No
207018,25,No
207019,60,Yes
207020,29,No
207021,69,Yes
207022,31,No
207023,32,No
207024,44,No
207025,48,Yes
207026,35,No
207027,31,No
207028,72,No
207029,14,No
207030,45,Yes
207031,55,Yes
207032,65,No
207033,50,Yes
207034,69,Yes
207035,40,No
207036,45,No
207037,35,No
207038,27,No
207039,41,No
207040,55,No
207041,72,Yes
207042,21,No
207043,39,No
207044,67,Yes
207045,63,No
207046,42,No
207047,33,No
207048,61,No
207049,59,No
207050,17,No
207051,35,No
207052,55,No
207053,35,No
207054,33,No
207055,54,No
207056,51,Yes
207057,25,No
207058,58,No
207059,21,No
207060,58,No
207061,38,No
207062,79,Yes
207063,49,Yes
207064,69,No
207065,17,No
207066,40,No
207067,95,Yes
207068,78,Yes
207069,22,No
207070,47,Yes
207071,64,Yes
207072,73,No
207073,51,No
207074,77,Yes
207075,40,No
207076,73,Yes
207077,70,Yes
207078,43,No
207079,82,Yes
207080,60,Yes
207081,18,No
207082,71,Yes
207083,41,No
207084,23,No
207085,75,Yes
207086,48,Yes
207087,57,No
207088,51,Yes
207089,53,No
207090,32,No
207091,47,No
207092,77,Yes
207093,45,No
